@relation bach_choral_harmony
@attribute eventNumber numeric
@attribute pitch3 {' NO','YES'}
@attribute pitch4 {' NO','YES'}
@attribute pitch5 {' NO','YES'}
@attribute pitch6 {' NO','YES'}
@attribute pitch7 {' NO','YES'}
@attribute pitch8 {' NO','YES'}
@attribute pitch9 {' NO','YES'}
@attribute pitch10 {' NO','YES'}
@attribute pitch11 {' NO','YES'}
@attribute pitch12 {' NO','YES'}
@attribute pitch13 {' NO','YES'}
@attribute pitch14 {' NO','YES'}
@attribute bass {'A','A#','Ab','B','Bb','C','C#','D','D#','Db','E','Eb','F','F#','G','G#'}
@attribute meter numeric
@attribute class {' A#d',' A#d7',' A_d',' A_m',' A_M',' A_m4',' A_M4',' A_m6',' A_M6',' A_m7',' A_M7',' Abd',' Abm',' AbM',' B_d',' B_d7',' B_m',' B_M',' B_M4',' B_m6',' B_m7',' B_M7',' Bbd',' Bbm',' BbM',' Bbm6',' BbM7',' C#d',' C#d6',' C#d7',' C#m',' C#M',' C#M4',' C#m7',' C#M7',' C_d6',' C_d7',' C_m',' C_M',' C_M4',' C_m6',' C_M6',' C_m7',' C_M7',' D#d',' D#d6',' D#d7',' D#m',' D#M',' D_d7',' D_m',' D_M',' D_M4',' D_m6',' D_M6',' D_m7',' D_M7',' Dbd',' Dbd7',' Dbm',' DbM',' Dbm7',' DbM7',' E_d',' E_m',' E_M',' E_M4',' E_m6',' E_m7',' E_M7',' Ebd',' EbM',' EbM7',' F#d',' F#d7',' F#m',' F#M',' F#M4',' F#m6',' F#m7',' F#M7',' F_d',' F_d7',' F_m',' F_M',' F_M4',' F_m6',' F_M6',' F_m7',' F_M7',' G#d',' G#d7',' G#m',' G#M',' G_d',' G_m',' G_M',' G_M4',' G_m6',' G_M6',' G_m7',' G_M7'}
@data
76,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','Bb',4,' BbM'
77,'YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO','C',2,' BbM'
78,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
79,' NO',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',5,' G_m'
80,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',4,' G_m'
81,' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',2,' G_m'
82,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','D',3,' D_d7'
83,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','Eb',5,' C_m'
84,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','Eb',2,' C_m'
85,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','E',3,' G_m6'
86,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',4,' F_M'
87,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','Eb',2,' F_M'
88,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','D',3,' BbM'
89,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',2,' BbM'
90,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','F',5,' F_M4'
91,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
92,'YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',2,' F_M7'
93,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','B',4,' BbM'
1,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',5,' G_M'
2,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
3,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
4,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
5,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',5,' E_m7'
6,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',2,' E_m7'
7,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
8,' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','YES',' NO',' NO','G',2,' D_M'
9,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
10,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','A',2,' A_M'
11,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
12,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' E_m'
13,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
14,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
15,' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES','G',2,' G_M'
16,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',3,' C_M'
17,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','D',5,' G_M'
18,'YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','C',2,' G_M'
19,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
20,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',2,' D_M'
21,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
22,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',5,' G_M'
23,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
24,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
25,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
26,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',5,' E_m7'
27,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',2,' E_m7'
28,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
29,' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','YES',' NO',' NO','G',2,' D_M'
30,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
31,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','A',2,' A_M'
32,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
33,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' E_m'
34,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
35,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
36,' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES','G',2,' G_M'
37,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',3,' C_M'
38,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','D',5,' G_M'
39,'YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','C',2,' G_M'
40,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
41,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',2,' D_M'
42,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
43,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',5,' G_M'
44,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',3,' A_m'
45,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',2,' A_m'
46,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_m'
47,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','B',2,' B_m'
48,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','B',1,' B_m'
49,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',3,' A_m'
50,'YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','D',2,' A_m'
51,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' E_m'
52,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','D',2,' E_m'
53,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',3,' A_m'
54,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_M'
55,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',5,' G_M'
56,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES','B',2,' G_M'
57,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
58,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
59,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','C',2,' C_M'
60,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
61,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',5,' C_M'
62,'YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' C_M'
63,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
64,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' G_M'
65,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
66,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',5,' G_M'
67,'YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','G',2,' G_M'
68,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
69,'YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','A',4,' A_m7'
70,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' A_m7'
71,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',3,' G_M'
72,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','B',2,' G_M'
73,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',5,' C_M'
74,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','B',2,' C_M'
75,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',3,' F#d'
76,' NO',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
77,' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO','YES','A',2,' G_M'
78,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_M'
79,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',5,' E_m'
80,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',4,' C_M'
81,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',2,' C_M'
82,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','B',3,' B_d7'
83,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',5,' A_m'
84,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','C',2,' A_m'
85,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','C#',3,' C#d7'
86,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
87,'YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','C',2,' D_M'
88,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',3,' G_M'
89,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' G_M'
90,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','D',5,' D_M4'
91,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
92,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',2,' D_M7'
93,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
1,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',5,' D_m'
2,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',3,' A_m'
3,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',4,' BbM'
4,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','G',3,' E_d'
5,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',5,' F_M'
6,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',3,' G_M'
7,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
8,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
9,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','G',2,' A_m'
10,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
11,'YES',' NO',' NO',' NO','YES','YES',' NO','YES',' NO',' NO',' NO',' NO','E',2,' F_M'
12,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',4,' D_m7'
13,'YES',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','D',2,' D_m7'
14,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','D',3,' D_m7'
15,'YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','C',2,' D_m7'
16,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','Bb',5,' G_m7'
17,' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','Bb',2,' G_m7'
18,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',3,' G_m7'
19,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',2,' G_m7'
20,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
21,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',5,' D_m'
22,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
23,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' D_M'
24,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',4,' G_m'
25,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','G',2,' G_m'
26,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M'
27,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',5,' D_m'
28,' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO','A',2,' D_m'
29,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',3,' BbM'
30,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',2,' BbM'
31,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',4,' E_M'
32,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
33,'YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',2,' A_m'
34,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','G',3,' C_m6'
35,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',4,' D_M7'
36,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',3,' G_m'
37,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',2,' G_m'
38,' NO',' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',5,' EbM'
39,' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',2,' EbM'
40,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','Eb',3,' C_m'
41,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','Eb',2,' C_m'
42,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
43,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',5,' D_m'
44,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','C',2,' D_m'
45,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES','B',3,' G_M7'
46,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','G',2,' G_M7'
47,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M7'
48,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',2,' C_M7'
49,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_m'
50,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','G',2,' A_m'
51,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' D_M7'
52,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','F#',2,' D_M7'
53,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',1,' D_M7'
54,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M'
55,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
56,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','G',5,' C#d'
57,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','F',3,' D_m'
58,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',4,' C#d'
59,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',3,' D_m'
60,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_M4'
61,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
62,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','A',2,' A_M7'
63,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',4,' BbM'
64,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',5,' F_M'
65,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES','B',3,' G_M7'
66,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
67,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','C',2,' C_M'
68,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','C#',3,' A_M'
69,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',5,' D_m'
70,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','G',3,' C_M7'
71,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','G',4,' A_M'
72,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',5,' D_m'
73,' NO',' NO','YES',' NO','YES','YES',' NO',' NO',' NO',' NO','YES',' NO','E',3,' BbM'
74,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','D',2,' BbM'
75,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',4,' C#d'
76,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' D_m'
77,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','G',2,' D_m'
78,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',5,' D_m'
79,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',2,' D_m'
80,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',1,' D_m'
81,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
82,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
1,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','F',5,' F_m'
2,'YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','Eb',3,' F_M7'
3,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Db',4,' Bbm'
4,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO','Db',2,' Bbm'
5,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','C',3,' F_m'
6,' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','Bb',5,' Bbm6'
7,' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',2,' Bbm6'
8,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',3,' C_M'
9,'YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO',' NO','YES',' NO','C',2,' C_M'
10,' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','F',4,' F_m'
11,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','F',3,' F_m'
12,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','F',5,' F_m'
13,'YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','Eb',3,' F_m7'
14,' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Db',2,' Bbm6'
15,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','C',4,' AbM'
16,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO','Bb',2,' AbM'
17,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','Ab',3,' AbM'
18,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO','Db',5,' Bbm'
19,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Db',2,' Bbm'
20,' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',3,' EbM'
21,' NO','YES',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','Eb',2,' EbM'
22,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','Ab',4,' AbM'
23,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','Db',5,' DbM'
24,'YES','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','C',3,' G_m'
25,' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',2,' G_m'
26,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','C',4,' C_M7'
27,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','Db',3,' DbM'
28,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','Db',2,' DbM'
29,' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','Bb',5,' Bbm6'
30,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',3,' C_M'
31,'YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO',' NO','YES',' NO','C',2,' C_M'
32,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','F',4,' F_m'
33,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',5,' F_M'
34,'YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','G',2,' F_M'
